id,season,year,name,full_name,url,status,category,prize,country,city
753,1982-1983,1982,UK Championship,1982 UK Championship,https://cuetracker.net/tournaments/uk-championship/1982/753,Professional,Non-ranking,47000.0,England,Preston
1140,1982-1983,1982,World Amateur Championship - Men,1982 World Amateur Championship - Men,https://cuetracker.net/tournaments/world-amateur-championship-men/1982/1140,Amateur,World Event,0.0,Canada,Calgary
762,1982-1983,1982,Professional Players Tournament,1982 Professional Players Tournament,https://cuetracker.net/tournaments/professional-players-tournament/1982/762,Professional,Ranking,31500.0,England,Birmingham
2586,1982-1983,1982,Pontins Autumn Open,1982 Pontins Autumn Open,https://cuetracker.net/tournaments/pontins-autumn-open/1982/2586,Pro-am,Event,0.0,Wales,Prestatyn
754,1982-1983,1982,International Open,1982 International Open,https://cuetracker.net/tournaments/international-open/1982/754,Professional,Ranking,73500.0,England,Derby
759,1982-1983,1982,Scottish Masters,1982 Scottish Masters,https://cuetracker.net/tournaments/scottish-masters/1982/759,Professional,Invitational,23000.0,Scotland,Glasgow
2444,1982-1983,1982,Australian Amateur Championship,1982 Australian Amateur Championship,https://cuetracker.net/tournaments/australian-amateur-championship/1982/2444,Amateur,National Championship,0.0,Australia,
2443,1982-1983,1982,Scottish Open Championship,1982 Scottish Open Championship,https://cuetracker.net/tournaments/scottish-open-championship/1982/2443,Pro-am,National Championship,0.0,Scotland,
2421,1982-1983,1982,Thailand Amateur Championship,1982 Thailand Amateur Championship,https://cuetracker.net/tournaments/thailand-amateur-championship/1982/2421,Amateur,National Championship,0.0,Thailand,Bangkok
2549,1981-1982,1982,All-Ireland Amateur Championship,1982 All-Ireland Amateur Championship,https://cuetracker.net/tournaments/all-ireland-amateur-championship/1982/2549,Amateur,National Championship,0.0,Ireland,
795,1982-1983,1982,Australian Masters,1982 Australian Masters,https://cuetracker.net/tournaments/australian-masters/1982/795,Professional,Invitational,18568.0,Australia,Sydney
783,1981-1982,1982,Bass and Golden Leisure Classic,1982 Bass and Golden Leisure Classic,https://cuetracker.net/tournaments/bass-and-golden-leisure-classic/1982/783,Professional,Invitational,1380.0,England,Liverpool
2558,1981-1982,1982,Pontins Spring Open,1982 Pontins Spring Open,https://cuetracker.net/tournaments/pontins-spring-open/1982/2558,Pro-am,Event,0.0,Wales,Prestatyn
788,1981-1982,1982,Pontins Professional,1982 Pontins Professional,https://cuetracker.net/tournaments/pontins-professional/1982/788,Professional,Non-ranking,10500.0,Wales,Prestatyn
772,1981-1982,1982,World Championship,1982 World Championship,https://cuetracker.net/tournaments/world-championship/1982/772,Professional,Ranking,110000.0,England,Sheffield
782,1981-1982,1982,Highland Masters,1982 Highland Masters,https://cuetracker.net/tournaments/highland-masters/1982/782,Professional,Invitational,10000.0,Scotland,Inverness
2113,1981-1982,1982,Irish Amateur Championship,1982 Irish Amateur Championship,https://cuetracker.net/tournaments/irish-amateur-championship/1982/2113,Amateur,National Championship,0.0,Ireland,DunLaoghaire
2112,1981-1982,1982,Scottish Amateur Championship,1982 Scottish Amateur Championship,https://cuetracker.net/tournaments/scottish-amateur-championship/1982/2112,Amateur,National Championship,0.0,Scotland,Unknown
776,1981-1982,1982,Irish Masters,1982 Irish Masters,https://cuetracker.net/tournaments/irish-masters/1982/776,Professional,Invitational,20413.0,Ireland,Kill
784,1981-1982,1982,Irish Professional Championship,1982 Irish Professional Championship,https://cuetracker.net/tournaments/irish-professional-championship/1982/784,Professional,Non-ranking,8500.0,Northern Ireland,Coleraine
790,1981-1982,1982,Scottish Professional Championship,1982 Scottish Professional Championship,https://cuetracker.net/tournaments/scottish-professional-championship/1982/790,Professional,Non-ranking,3100.0,Scotland,Dunfermline
2548,1981-1982,1982,Indian Amateur Championship,1982 Indian Amateur Championship,https://cuetracker.net/tournaments/indian-amateur-championship/1982/2548,Amateur,National Championship,0.0,India,
810,1981-1982,1982,International Masters,1982 International Masters,https://cuetracker.net/tournaments/international-masters/1982/810,Professional,Non-ranking,35200.0,England,Derby
796,1981-1982,1982,Welsh Professional Championship,1982 Welsh Professional Championship,https://cuetracker.net/tournaments/welsh-professional-championship/1982/796,Professional,Non-ranking,11500.0,Wales,Ebbw Vale
794,1981-1982,1982,Tolly Cobbold Classic,1982 Tolly Cobbold Classic,https://cuetracker.net/tournaments/tolly-cobbold-classic/1982/794,Professional,Invitational,8500.0,England,Ipswitch
778,1981-1982,1982,Masters,1982 Masters,https://cuetracker.net/tournaments/masters/1982/778,Professional,Invitational,27000.0,England,London
785,1981-1982,1982,Classic,1982 Classic,https://cuetracker.net/tournaments/classic/1982/785,Professional,Invitational,15000.0,England,Oldham
1882,1981-1982,1982,English Amateur Championship,1982 English Amateur Championship,https://cuetracker.net/tournaments/english-amateur-championship/1982/1882,Amateur,National Championship,0.0,England,Various
1536,1981-1982,1982,Malta Amateur Championship,1982 Malta Amateur Championship,https://cuetracker.net/tournaments/malta-amateur-championship/1982/1536,Amateur,National Championship,0.0,Malta,Unknown
3061,1981-1982,1982,Northern Ireland Amateur Championship,1982 Northern Ireland Amateur Championship,https://cuetracker.net/tournaments/northern-ireland-amateur-championship/1982/3061,Amateur,National Championship,0.0,Northern Ireland,Unknown
1706,1981-1982,1982,Welsh Amateur Championship,1982 Welsh Amateur Championship,https://cuetracker.net/tournaments/welsh-amateur-championship/1982/1706,Amateur,National Championship,0.0,Wales,Unknown
789,1981-1982,1982,Pot Black,1982 Pot Black,https://cuetracker.net/tournaments/pot-black/1982/789,Professional,Invitational,18000.0,England,Birmingham
734,1983-1984,1983,UK Championship,1983 UK Championship,https://cuetracker.net/tournaments/uk-championship/1983/734,Professional,Non-ranking,58800.0,England,Preston
739,1983-1984,1983,Professional Players Tournament,1983 Professional Players Tournament,https://cuetracker.net/tournaments/professional-players-tournament/1983/739,Professional,Ranking,63600.0,England,Bristol
740,1983-1984,1983,International Open,1983 International Open,https://cuetracker.net/tournaments/international-open/1983/740,Professional,Ranking,81000.0,England,Newcastle
2587,1983-1984,1983,Pontins Autumn Open,1983 Pontins Autumn Open,https://cuetracker.net/tournaments/pontins-autumn-open/1983/2587,Pro-am,Event,0.0,Wales,Prestatyn
741,1983-1984,1983,Scottish Masters,1983 Scottish Masters,https://cuetracker.net/tournaments/scottish-masters/1983/741,Professional,Invitational,25500.0,Scotland,Glasgow
2446,1983-1984,1983,Australian Amateur Championship,1983 Australian Amateur Championship,https://cuetracker.net/tournaments/australian-amateur-championship/1983/2446,Amateur,National Championship,0.0,Australia,Gosford
2445,1983-1984,1983,Zimbabwe Amateur Championship,1983 Zimbabwe Amateur Championship,https://cuetracker.net/tournaments/zimbabwe-amateur-championship/1983/2445,Amateur,National Championship,0.0,Zimbabwe,Bulawayo
735,1983-1984,1983,Scottish Professional Championship,1983 Scottish Professional Championship,https://cuetracker.net/tournaments/scottish-professional-championship/1983/735,Professional,Non-ranking,4900.0,Scotland,Glasgow
824,1983-1984,1983,Thailand Masters,1983 Thailand Masters,https://cuetracker.net/tournaments/thailand-masters/1983/824,Professional,Invitational,0.0,Thailand,Bangkok
777,1983-1984,1983,Hong Kong Masters,1983 Hong Kong Masters,https://cuetracker.net/tournaments/hong-kong-masters/1983/777,Professional,Invitational,0.0,Hong Kong,Hong Kong
744,1983-1984,1983,Canadian Professional Championship,1983 Canadian Professional Championship,https://cuetracker.net/tournaments/canadian-professional-championship/1983/744,Professional,Non-ranking,5250.0,Canada,Toronto
765,1983-1984,1983,Australian Masters,1983 Australian Masters,https://cuetracker.net/tournaments/australian-masters/1983/765,Professional,Invitational,52980.0,Australia,Sydney
3239,1982-1983,1983,British Under-16 Championship,1983 British Under-16 Championship,https://cuetracker.net/tournaments/british-under-16-championship/1983/3239,Amateur,National Championship,0.0,England,Teesside
2559,1982-1983,1983,Pontins Spring Open,1983 Pontins Spring Open,https://cuetracker.net/tournaments/pontins-spring-open/1983/2559,Pro-am,Event,0.0,Wales,Prestatyn
771,1982-1983,1983,Pontins Brean Sands,1983 Pontins Brean Sands,https://cuetracker.net/tournaments/pontins-brean-sands/1983/771,Professional,Non-ranking,9000.0,England,Brean Sands
760,1982-1983,1983,Pontins Professional,1983 Pontins Professional,https://cuetracker.net/tournaments/pontins-professional/1983/760,Professional,Non-ranking,9000.0,Wales,Prestatyn
2109,1982-1983,1983,Irish Amateur Championship,1983 Irish Amateur Championship,https://cuetracker.net/tournaments/irish-amateur-championship/1983/2109,Amateur,National Championship,0.0,Ireland,Unknown
2108,1982-1983,1983,Malta Amateur Championship,1983 Malta Amateur Championship,https://cuetracker.net/tournaments/malta-amateur-championship/1983/2108,Amateur,National Championship,0.0,Malta,Unknown
746,1982-1983,1983,World Championship,1983 World Championship,https://cuetracker.net/tournaments/world-championship/1983/746,Professional,Ranking,144700.0,England,Sheffield
2107,1982-1983,1983,Scottish Amateur Championship,1983 Scottish Amateur Championship,https://cuetracker.net/tournaments/scottish-amateur-championship/1983/2107,Amateur,National Championship,0.0,Scotland,Unknown
751,1982-1983,1983,Irish Masters,1983 Irish Masters,https://cuetracker.net/tournaments/irish-masters/1983/751,Professional,Invitational,30260.0,Ireland,Kill
763,1982-1983,1983,Irish Professional Championship,1983 Irish Professional Championship,https://cuetracker.net/tournaments/irish-professional-championship/1983/763,Professional,Non-ranking,15000.0,Northern Ireland,Belfast
798,1982-1983,1983,International Masters,1983 International Masters,https://cuetracker.net/tournaments/international-masters/1983/798,Professional,Non-ranking,54200.0,England,Derby
764,1982-1983,1983,Tolly Cobbold Classic,1983 Tolly Cobbold Classic,https://cuetracker.net/tournaments/tolly-cobbold-classic/1983/764,Professional,Invitational,15000.0,England,Ipswitch
766,1982-1983,1983,Welsh Professional Championship,1983 Welsh Professional Championship,https://cuetracker.net/tournaments/welsh-professional-championship/1983/766,Professional,Non-ranking,13000.0,Wales,Ebbw Vale
752,1982-1983,1983,Masters,1983 Masters,https://cuetracker.net/tournaments/masters/1983/752,Professional,Invitational,55000.0,England,London
755,1982-1983,1983,Classic,1983 Classic,https://cuetracker.net/tournaments/classic/1983/755,Professional,Invitational,64000.0,England,Warrington
1446,1982-1983,1983,Canadian Championship,1983 Canadian Championship,https://cuetracker.net/tournaments/canadian-championship/1983/1446,Pro-am,National Championship,0.0,Canada,Montreal
1883,1982-1983,1983,English Amateur Championship,1983 English Amateur Championship,https://cuetracker.net/tournaments/english-amateur-championship/1983/1883,Amateur,National Championship,0.0,England,Various
1761,1982-1983,1983,Northern Ireland Amateur Championship,1983 Northern Ireland Amateur Championship,https://cuetracker.net/tournaments/northern-ireland-amateur-championship/1983/1761,Amateur,National Championship,0.0,Northern Ireland,Unknown
1707,1982-1983,1983,Welsh Amateur Championship,1983 Welsh Amateur Championship,https://cuetracker.net/tournaments/welsh-amateur-championship/1983/1707,Amateur,National Championship,0.0,Wales,Unknown
2308,1982-1983,1983,Womens World Championship,1983 Womens World Championship,https://cuetracker.net/tournaments/womens-world-championship/1983/2308,Amateur,World Event,5800.0,England,Brean
761,1982-1983,1983,Pot Black,1983 Pot Black,https://cuetracker.net/tournaments/pot-black/1983/761,Professional,Invitational,16000.0,England,Birmingham
719,1984-1985,1984,UK Championship,1984 UK Championship,https://cuetracker.net/tournaments/uk-championship/1984/719,Professional,Ranking,101800.0,England,Preston
1139,1984-1985,1984,World Amateur Championship - Men,1984 World Amateur Championship - Men,https://cuetracker.net/tournaments/world-amateur-championship-men/1984/1139,Amateur,World Event,0.0,Ireland,Malahide
721,1984-1985,1984,Grand Prix,1984 Grand Prix,https://cuetracker.net/tournaments/grand-prix/1984/721,Professional,Ranking,225000.0,England,Reading
2588,1984-1985,1984,Pontins Autumn Open,1984 Pontins Autumn Open,https://cuetracker.net/tournaments/pontins-autumn-open/1984/2588,Pro-am,Event,0.0,Wales,Prestatyn
2307,1983-1984,1984,Womens World Championship,1984 Womens World Championship,https://cuetracker.net/tournaments/womens-world-championship/1984/2307,Amateur,World Event,0.0,England,Coventry
724,1984-1985,1984,International Open,1984 International Open,https://cuetracker.net/tournaments/international-open/1984/724,Professional,Ranking,147750.0,England,Newcastle
725,1984-1985,1984,Scottish Masters,1984 Scottish Masters,https://cuetracker.net/tournaments/scottish-masters/1984/725,Professional,Invitational,28500.0,Scotland,Glasgow
833,1984-1985,1984,Carlsberg Challenge,1984 Carlsberg Challenge,https://cuetracker.net/tournaments/carlsberg-challenge/1984/833,Professional,Invitational,19500.0,Ireland,Dublin
737,1984-1985,1984,Hong Kong Masters,1984 Hong Kong Masters,https://cuetracker.net/tournaments/hong-kong-masters/1984/737,Professional,Non-ranking,0.0,Hong Kong,Hong Kong
749,1984-1985,1984,Malaysian Masters,1984 Malaysian Masters,https://cuetracker.net/tournaments/malaysian-masters/1984/749,Professional,Invitational,0.0,Malaysia,Kuala Lumpur
736,1984-1985,1984,Singapore Masters,1984 Singapore Masters,https://cuetracker.net/tournaments/singapore-masters/1984/736,Professional,Invitational,0.0,Singapore,Singapore
738,1984-1985,1984,Thailand Masters,1984 Thailand Masters,https://cuetracker.net/tournaments/thailand-masters/1984/738,Professional,Non-ranking,0.0,Thailand,Bangkok
845,1984-1985,1984,Costa Del Sol Classic,1984 Costa Del Sol Classic,https://cuetracker.net/tournaments/costa-del-sol-classic/1984/845,Professional,Invitational,2850.0,Spain,Fuengirola
726,1984-1985,1984,Australian Professional Championship,1984 Australian Professional Championship,https://cuetracker.net/tournaments/australian-professional-championship/1984/726,Professional,Non-ranking,7485.0,Australia,Dubbo
742,1984-1985,1984,Australian Masters,1984 Australian Masters,https://cuetracker.net/tournaments/australian-masters/1984/742,Professional,Invitational,46415.0,Australia,Sydney
727,1984-1985,1984,Canadian Professional Championship,1984 Canadian Professional Championship,https://cuetracker.net/tournaments/canadian-professional-championship/1984/727,Professional,Non-ranking,0.0,Canada,Toronto
1006,1984-1985,1984,New Zealand Masters,1984 New Zealand Masters,https://cuetracker.net/tournaments/new-zealand-masters/1984/1006,Professional,Invitational,19934.0,New Zealand,Auckland
1255,1984-1985,1984,Asian Championship,1984 Asian Championship,https://cuetracker.net/tournaments/asian-championship/1984/1255,Amateur,Continental Event,0.0,Singapore,Singapore
745,1983-1984,1984,Pontins Professional,1984 Pontins Professional,https://cuetracker.net/tournaments/pontins-professional/1984/745,Professional,Non-ranking,12000.0,Wales,Prestatyn
2560,1983-1984,1984,Pontins Spring Open,1984 Pontins Spring Open,https://cuetracker.net/tournaments/pontins-spring-open/1984/2560,Pro-am,Event,0.0,Wales,Prestatyn
2111,1983-1984,1984,Scottish Amateur Championship,1984 Scottish Amateur Championship,https://cuetracker.net/tournaments/scottish-amateur-championship/1984/2111,Amateur,National Championship,0.0,Scotland,Unknown
2059,1983-1984,1984,Northern Ireland Amateur Championship,1984 Northern Ireland Amateur Championship,https://cuetracker.net/tournaments/northern-ireland-amateur-championship/1984/2059,Amateur,National Championship,0.0,Northern Ireland,Belfast
728,1983-1984,1984,World Championship,1984 World Championship,https://cuetracker.net/tournaments/world-championship/1984/728,Professional,Ranking,199000.0,England,Sheffield
2110,1983-1984,1984,Isle of Man Amateur Championship,1984 Isle of Man Amateur Championship,https://cuetracker.net/tournaments/isle-of-man-amateur-championship/1984/2110,Amateur,National Championship,0.0,Isle of Man,Unknown
729,1983-1984,1984,Irish Masters,1984 Irish Masters,https://cuetracker.net/tournaments/irish-masters/1984/729,Professional,Invitational,36398.0,Ireland,Kill
732,1983-1984,1984,Welsh Professional Championship,1984 Welsh Professional Championship,https://cuetracker.net/tournaments/welsh-professional-championship/1984/732,Professional,Non-ranking,14500.0,Wales,Ebbw Vale
773,1983-1984,1984,International Masters,1984 International Masters,https://cuetracker.net/tournaments/international-masters/1984/773,Professional,Non-ranking,63750.0,England,Derby
730,1983-1984,1984,Tolly Cobbold Classic,1984 Tolly Cobbold Classic,https://cuetracker.net/tournaments/tolly-cobbold-classic/1984/730,Professional,Invitational,20500.0,England,Ipswitch
731,1983-1984,1984,Masters,1984 Masters,https://cuetracker.net/tournaments/masters/1984/731,Professional,Invitational,126500.0,England,London
733,1983-1984,1984,Classic,1984 Classic,https://cuetracker.net/tournaments/classic/1984/733,Professional,Ranking,82000.0,England,Warrington
2031,1983-1984,1984,Australian Amateur Championship,1984 Australian Amateur Championship,https://cuetracker.net/tournaments/australian-amateur-championship/1984/2031,Amateur,National Championship,0.0,Australia,Unknown
1410,1983-1984,1984,Belgian Amateur Championship,1984 Belgian Amateur Championship,https://cuetracker.net/tournaments/belgian-amateur-championship/1984/1410,Amateur,National Championship,0.0,Belgium,Ostend
1447,1983-1984,1984,Canadian Championship,1984 Canadian Championship,https://cuetracker.net/tournaments/canadian-championship/1984/1447,Pro-am,National Championship,0.0,Canada,Montreal
1884,1983-1984,1984,English Amateur Championship,1984 English Amateur Championship,https://cuetracker.net/tournaments/english-amateur-championship/1984/1884,Amateur,National Championship,0.0,England,Various
2101,1983-1984,1984,Irish Amateur Championship,1984 Irish Amateur Championship,https://cuetracker.net/tournaments/irish-amateur-championship/1984/2101,Amateur,National Championship,0.0,Ireland,Unknown
1537,1983-1984,1984,Malta Amateur Championship,1984 Malta Amateur Championship,https://cuetracker.net/tournaments/malta-amateur-championship/1984/1537,Amateur,National Championship,0.0,Malta,Unknown
2065,1983-1984,1984,Scottish Professional Championship,1984 Scottish Professional Championship,https://cuetracker.net/tournaments/scottish-professional-championship/1984/2065,Professional,Non-ranking,0.0,Scotland,Unknown
1810,1983-1984,1984,Swedish Amateur Championship,1984 Swedish Amateur Championship,https://cuetracker.net/tournaments/swedish-amateur-championship/1984/1810,Amateur,National Championship,0.0,Sweden,Unknown
1708,1983-1984,1984,Welsh Amateur Championship,1984 Welsh Amateur Championship,https://cuetracker.net/tournaments/welsh-amateur-championship/1984/1708,Amateur,National Championship,0.0,Wales,Unknown
723,1983-1984,1984,Pot Black,1984 Pot Black,https://cuetracker.net/tournaments/pot-black/1984/723,Professional,Invitational,40750.0,England,Birmingham
756,1983-1984,1984,Professional Snooker League,1984 Professional Snooker League,https://cuetracker.net/tournaments/professional-snooker-league/1984/756,Professional,League,0.0,,Various
701,1985-1986,1985,KitKat Break for World Champions,1985 KitKat Break for World Champions,https://cuetracker.net/tournaments/kitkat-break-for-world-champions/1985/701,Professional,Invitational,30000.0,England,Nottingham
2306,1984-1985,1985,Womens World Championship,1985 Womens World Championship,https://cuetracker.net/tournaments/womens-world-championship/1985/2306,Amateur,World Event,0.0,England,Solihull
1280,1985-1986,1985,WPBSA Pro Ticket Series 87/88 - Event 2,1985 WPBSA Pro Ticket Series 87/88 - Event 2,https://cuetracker.net/tournaments/wpbsa-pro-ticket-series-8788-event-2/1985/1280,Professional,Tour Qualifier,11700.0,Wales,Barry Island
688,1985-1986,1985,UK Championship,1985 UK Championship,https://cuetracker.net/tournaments/uk-championship/1985/688,Professional,Ranking,120008.0,England,Preston
1138,1985-1986,1985,World Amateur Championship - Men,1985 World Amateur Championship - Men,https://cuetracker.net/tournaments/world-amateur-championship-men/1985/1138,Amateur,World Event,0.0,England,Blackpool
1276,1985-1986,1985,WPBSA Pro Ticket Series 87/88 - Event 1,1985 WPBSA Pro Ticket Series 87/88 - Event 1,https://cuetracker.net/tournaments/wpbsa-pro-ticket-series-8788-event-1/1985/1276,Professional,Tour Qualifier,12500.0,Wales,Prestatyn
697,1985-1986,1985,Canadian Masters,1985 Canadian Masters,https://cuetracker.net/tournaments/canadian-masters/1985/697,Professional,Invitational,47500.0,Canada,Toronto
690,1985-1986,1985,Grand Prix,1985 Grand Prix,https://cuetracker.net/tournaments/grand-prix/1985/690,Professional,Ranking,249962.0,England,Reading
2589,1985-1986,1985,Pontins Autumn Open,1985 Pontins Autumn Open,https://cuetracker.net/tournaments/pontins-autumn-open/1985/2589,Pro-am,Event,0.0,Wales,Prestatyn
691,1985-1986,1985,Matchroom Trophy,1985 Matchroom Trophy,https://cuetracker.net/tournaments/matchroom-trophy/1985/691,Professional,Ranking,168008.0,England,Stoke
692,1985-1986,1985,Scottish Masters,1985 Scottish Masters,https://cuetracker.net/tournaments/scottish-masters/1985/692,Professional,Invitational,31000.0,Scotland,Glasgow
698,1985-1986,1985,Hong Kong Masters,1985 Hong Kong Masters,https://cuetracker.net/tournaments/hong-kong-masters/1985/698,Professional,Invitational,0.0,Hong Kong,Hong Kong
693,1985-1986,1985,Australian Professional Championship,1985 Australian Professional Championship,https://cuetracker.net/tournaments/australian-professional-championship/1985/693,Professional,Non-ranking,16425.0,Australia,Sydney
792,1985-1986,1985,Singapore Masters,1985 Singapore Masters,https://cuetracker.net/tournaments/singapore-masters/1985/792,Professional,Invitational,0.0,Singapore,Singapore
793,1985-1986,1985,Thailand Masters,1985 Thailand Masters,https://cuetracker.net/tournaments/thailand-masters/1985/793,Professional,Non-ranking,0.0,Thailand,Bangkok
846,1985-1986,1985,Australian Masters,1985 Australian Masters,https://cuetracker.net/tournaments/australian-masters/1985/846,Professional,Invitational,60000.0,Australia,Sydney
694,1985-1986,1985,Canadian Professional Championship,1985 Canadian Professional Championship,https://cuetracker.net/tournaments/canadian-professional-championship/1985/694,Professional,Non-ranking,5000.0,Canada,Toronto
3063,1984-1985,1985,All-Ireland Amateur Championship,1985 All-Ireland Amateur Championship,https://cuetracker.net/tournaments/all-ireland-amateur-championship/1985/3063,Amateur,National Championship,0.0,Northern Ireland,Camlough
2045,1985-1986,1985,Australian Amateur Championship,1985 Australian Amateur Championship,https://cuetracker.net/tournaments/australian-amateur-championship/1985/2045,Amateur,National Championship,0.0,Australia,Dareton
834,1985-1986,1985,Carlsberg Challenge,1985 Carlsberg Challenge,https://cuetracker.net/tournaments/carlsberg-challenge/1985/834,Professional,Invitational,28500.0,Ireland,Dublin
3064,1984-1985,1985,Northern Ireland Amateur Championship,1985 Northern Ireland Amateur Championship,https://cuetracker.net/tournaments/northern-ireland-amateur-championship/1985/3064,Amateur,National Championship,0.0,Northern Ireland,Unknown
1389,1985-1986,1985,Asian Championship,1985 Asian Championship,https://cuetracker.net/tournaments/asian-championship/1985/1389,Amateur,Continental Event,0.0,Singapore,Singapore
2561,1984-1985,1985,Pontins Spring Open,1985 Pontins Spring Open,https://cuetracker.net/tournaments/pontins-spring-open/1985/2561,Pro-am,Event,0.0,Wales,Prestatyn
1279,1985-1986,1985,WPBSA Pro Ticket Series 86/87 - Event 2,1985 WPBSA Pro Ticket Series 86/87 - Event 2,https://cuetracker.net/tournaments/wpbsa-pro-ticket-series-8687-event-2/1985/1279,Professional,Tour Qualifier,20000.0,England,Brean Sands
711,1984-1985,1985,Pontins Professional,1985 Pontins Professional,https://cuetracker.net/tournaments/pontins-professional/1985/711,Professional,Non-ranking,0.0,Wales,Prestatyn
710,1984-1985,1985,Welsh Professional Championship,1985 Welsh Professional Championship,https://cuetracker.net/tournaments/welsh-professional-championship/1985/710,Professional,Non-ranking,15000.0,Wales,Abertillery
2047,1984-1985,1985,Irish Amateur Championship,1985 Irish Amateur Championship,https://cuetracker.net/tournaments/irish-amateur-championship/1985/2047,Amateur,National Championship,0.0,Ireland,Unknown
2046,1984-1985,1985,Isle of Man Amateur Championship,1985 Isle of Man Amateur Championship,https://cuetracker.net/tournaments/isle-of-man-amateur-championship/1985/2046,Amateur,National Championship,0.0,Isle of Man,Unknown
1275,1985-1986,1985,WPBSA Pro Ticket Series 86/87 - Event 1,1985 WPBSA Pro Ticket Series 86/87 - Event 1,https://cuetracker.net/tournaments/wpbsa-pro-ticket-series-8687-event-1/1985/1275,Professional,Tour Qualifier,19925.0,England,Brean Sands
699,1984-1985,1985,World Championship,1985 World Championship,https://cuetracker.net/tournaments/world-championship/1985/699,Professional,Ranking,300600.0,England,Sheffield
703,1984-1985,1985,Irish Professional Championship,1985 Irish Professional Championship,https://cuetracker.net/tournaments/irish-professional-championship/1985/703,Professional,Non-ranking,19600.0,Northern Ireland,Belfast
1538,1984-1985,1985,Malta Amateur Championship,1985 Malta Amateur Championship,https://cuetracker.net/tournaments/malta-amateur-championship/1985/1538,Amateur,National Championship,0.0,Malta,Cospicua
700,1984-1985,1985,Irish Masters,1985 Irish Masters,https://cuetracker.net/tournaments/irish-masters/1985/700,Professional,Invitational,69025.0,Ireland,Kill
702,1984-1985,1985,British Open,1985 British Open,https://cuetracker.net/tournaments/british-open/1985/702,Professional,Ranking,244000.0,England,Derby
720,1984-1985,1985,English Professional Championship,1985 English Professional Championship,https://cuetracker.net/tournaments/english-professional-championship/1985/720,Professional,Non-ranking,75000.0,England,Ipswitch
704,1984-1985,1985,Scottish Professional Championship,1985 Scottish Professional Championship,https://cuetracker.net/tournaments/scottish-professional-championship/1985/704,Professional,Non-ranking,10000.0,Scotland,Edinburgh
705,1984-1985,1985,Masters,1985 Masters,https://cuetracker.net/tournaments/masters/1985/705,Professional,Invitational,146252.0,England,London
712,1984-1985,1985,Classic,1985 Classic,https://cuetracker.net/tournaments/classic/1985/712,Professional,Ranking,196000.0,England,Warrington
1411,1984-1985,1985,Belgian Amateur Championship,1985 Belgian Amateur Championship,https://cuetracker.net/tournaments/belgian-amateur-championship/1985/1411,Amateur,National Championship,0.0,Belgium,Middelkerke
1448,1984-1985,1985,Canadian Championship,1985 Canadian Championship,https://cuetracker.net/tournaments/canadian-championship/1985/1448,Pro-am,National Championship,0.0,Canada,Montreal
1885,1984-1985,1985,English Amateur Championship,1985 English Amateur Championship,https://cuetracker.net/tournaments/english-amateur-championship/1985/1885,Amateur,National Championship,0.0,England,Various
1770,1984-1985,1985,Scottish Amateur Championship,1985 Scottish Amateur Championship,https://cuetracker.net/tournaments/scottish-amateur-championship/1985/1770,Amateur,National Championship,0.0,Scotland,Unknown
1809,1984-1985,1985,Swedish Amateur Championship,1985 Swedish Amateur Championship,https://cuetracker.net/tournaments/swedish-amateur-championship/1985/1809,Amateur,National Championship,0.0,Sweden,Unknown
1709,1984-1985,1985,Welsh Amateur Championship,1985 Welsh Amateur Championship,https://cuetracker.net/tournaments/welsh-amateur-championship/1985/1709,Amateur,National Championship,0.0,Wales,Unknown
722,1985-1986,1985,Pot Black,1985 Pot Black,https://cuetracker.net/tournaments/pot-black/1985/722,Professional,Invitational,0.0,England,Birmingham
651,1986-1987,1986,Pot Black,1986 Pot Black,https://cuetracker.net/tournaments/pot-black/1986/651,Professional,Invitational,0.0,England,Birmingham
639,1986-1987,1986,UK Championship,1986 UK Championship,https://cuetracker.net/tournaments/uk-championship/1986/639,Professional,Ranking,299980.0,England,Preston
1137,1986-1987,1986,World Amateur Championship - Men,1986 World Amateur Championship - Men,https://cuetracker.net/tournaments/world-amateur-championship-men/1986/1137,Amateur,World Event,0.0,New Zealand,Invercargill
663,1986-1987,1986,Canadian Masters,1986 Canadian Masters,https://cuetracker.net/tournaments/canadian-masters/1986/663,Professional,Invitational,62497.0,Canada,Toronto
641,1986-1987,1986,Grand Prix,1986 Grand Prix,https://cuetracker.net/tournaments/grand-prix/1986/641,Professional,Ranking,278595.0,England,Reading
2305,1985-1986,1986,Womens World Championship,1986 Womens World Championship,https://cuetracker.net/tournaments/womens-world-championship/1986/2305,Amateur,World Event,0.0,England,Solihull
1277,1986-1987,1986,WPBSA Pro Ticket Series 88/89 - Event 1,1986 WPBSA Pro Ticket Series 88/89 - Event 1,https://cuetracker.net/tournaments/wpbsa-pro-ticket-series-8889-event-1/1986/1277,Professional,Tour Qualifier,11575.0,Wales,Prestatyn
642,1986-1987,1986,International Open,1986 International Open,https://cuetracker.net/tournaments/international-open/1986/642,Professional,Ranking,172732.0,England,Stoke
643,1986-1987,1986,Scottish Masters,1986 Scottish Masters,https://cuetracker.net/tournaments/scottish-masters/1986/643,Professional,Invitational,40000.0,Scotland,Glasgow
821,1986-1987,1986,Matchroom Trophy,1986 Matchroom Trophy,https://cuetracker.net/tournaments/matchroom-trophy/1986/821,Professional,Invitational,100000.0,England,Southend-on-Sea
